ID,ploidy,follow,ploidy:follow,tank,day,trt,ploidy:trt,,shell_length,shell_width,shell_height,mortality,sample_date,dry_weight,shell_volume,calc_dry_weight,histology,tube_number
T56,T,no,T-no,tank_6,1,control,T-control,control_T_1,83,65,32,,7/12/21,,90394,4.07536,yes,
T57,T,no,T-no,tank_6,1,control,T-control,control_T_1,79,58,30,,7/12/21,,71974,3.33856,yes,
T58,T,no,T-no,tank_6,1,control,T-control,control_T_1,63,61,26,,7/12/21,,52317,2.55228,yes,
T59,T,no,T-no,tank_6,1,control,T-control,control_T_1,89,74,35,,7/12/21,,120695,5.2874,yes,
T60,T,no,T-no,tank_6,1,control,T-control,control_T_1,83,46,30,,7/12/21,,59973,2.85852,yes,
T61,T,no,T-no,tank_6,1,control,T-control,control_T_1,80,52,35,,7/12/21,,76236,3.50904,yes,
T62,T,no,T-no,tank_6,1,control,T-control,control_T_1,84,57,35,,7/12/21,,87745,3.9694,yes,
X41,T,no,T-no,tank_3,1,heat_desiccation,T-heat_desiccation,heat_desiccation_T_1,95,75,39,,7/12/21,,145495,6.2794,yes,
X42,T,no,T-no,tank_3,1,heat_desiccation,T-heat_desiccation,heat_desiccation_T_1,93,71,45,,7/12/21,,155580,6.6828,yes,
N61,D,no,D-no,tank_2,,heat_desiccation,D-heat_desiccation,heat_desiccation_D_,91,46,28,7,,,61370,2.9144,,
N62,D,no,D-no,tank_2,,heat_desiccation,D-heat_desiccation,heat_desiccation_D_,88,41,28,3,,,52896,2.57544,,
X43,T,no,T-no,tank_3,1,heat_desiccation,T-heat_desiccation,heat_desiccation_T_1,86,49,29,,7/12/21,,63987,3.01908,yes,
X44,T,no,T-no,tank_3,1,heat_desiccation,T-heat_desiccation,heat_desiccation_T_1,67,50,30,,7/12/21,,52622,2.56448,yes,
X45,T,no,T-no,tank_6,1,control,T-control,control_T_1,83,52,30,,7/12/21,,67796,3.17144,yes,
X46,T,no,T-no,tank_6,1,control,T-control,control_T_1,81,51,31,,7/12/21,,67053,3.14172,yes,
X47,T,no,T-no,tank_6,1,control,T-control,control_T_1,88,63,29,,7/12/21,,84182,3.82688,yes,
X48,T,no,T-no,tank_6,1,control,T-control,control_T_1,66,51,30,,7/12/21,,52873,2.57452,yes,
N48,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,,,,,7/13/21,,,,yes,
N49,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,82,52,29,,7/13/21,,64746,3.04944,yes,
N50,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,90,55,31,,7/13/21,,80346,3.67344,yes,
N51,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,91,55,32,,7/13/21,,83860,3.814,yes,
N72,D,no,D-no,tank_2,,heat_desiccation,D-heat_desiccation,heat_desiccation_D_,74,56,29,-3,,,62924,2.97656,,
N52,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,72,59,32,,7/13/21,,71176,3.30664,yes,
N53,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,80,56,28,,7/13/21,,65680,3.0868,yes,
N54,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,103,56,37,,7/13/21,,111744,4.92936,yes,
N55,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,83,54,35,,7/13/21,,82137,3.74508,yes,
N56,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,98,54,34,,7/13/21,,94210,4.228,yes,
N57,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,94,61,42,,7/13/21,,126097,5.50348,yes,
N58,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,88,54,30,,7/13/21,,74644,3.44536,yes,
N59,D,no,D-no,tank_2,2,heat_desiccation,D-heat_desiccation,heat_desiccation_D_2,94,52,28,,7/13/21,,71662,3.32608,yes,
Q01,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,84,54,29,,,,68876,3.21464,,
Q02,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,92,47,35,,,,79241,3.62924,,
Q03,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,73,53,26,,,,52671,2.56644,,
Q04,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,87,52,36,,,,85275,3.8706,,
Q05,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,82,55,30,,,,70843,3.29332,,
Q06,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,81,54,30,,,,68707,3.20788,,
Q07,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,90,61,30,4,,,86237,3.90908,,
Q08,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,98,56,29,,,,83332,3.79288,,
Q09,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,95,48,32,,,,76404,3.51576,,
Q10,D,yes,D-yes,tank_7,5,heat_only,D-heat_only,heat_only_D_5,93,56,26,0,,,70899,3.29556,,
Q11,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,75,52,27,,,,55135,2.665,,
Q12,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,88,58,40,,,,106898,4.73552,,
Q13,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,80,58,31,,,,75314,3.47216,,
Q14,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,75,58,31,4,,,70607,3.28388,,
Q15,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,94,71,37,,,,129296,5.63144,,
Q16,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,80,49,31,,,,63628,3.00472,,
Q17,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,88,60,33,,,,91232,4.10888,,
Q18,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,71,49,33,,,,60113,2.86412,,
Q19,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,80,47,27,,,,53156,2.58584,,
Q20,D,yes,D-yes,tank_7,10,heat_only,D-heat_only,heat_only_D_10,89,56,27,,,,70460,3.278,,
Q21,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,84,65,32,,,,91483,4.11892,,
Q22,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,82,46,25,,,,49375,2.4346,,
Q23,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,104,40,26,,,,56632,2.72488,,
Q24,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,89,58,26,,,,70273,3.27052,,
Q25,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,86,51,29,2,,,66599,3.12356,,
Q26,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,85,48,31,,,,66225,3.1086,,
Q27,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,90,55,29,,,,75163,3.46612,,
Q28,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,97,55,31,4,,,86595,3.9234,,
Q29,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,101,45,25,,,,59494,2.83936,,
Q30,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,89,54,26,2,,,65427,3.07668,,
Q31,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,91,55,30,,,,78618,3.60432,,
Q32,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,92,59,28,,,,79579,3.64276,,
Q33,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,87,50,27,,,,61497,2.91948,,
Q34,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,82,50,25,2,,,53669,2.60636,,
Q35,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,87,45,30,,,,61497,2.91948,,
Q36,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,89,54,30,,,,75492,3.47928,,
Q37,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,80,51,37,,,,79042,3.62128,,
Q38,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,95,40,25,,,,49742,2.44928,,
Q39,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,89,65,31,,,,93900,4.2156,,
Q40,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,90,60,30,,,,84823,3.85252,,
Q41,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,75,51,31,0,,,62086,2.94304,,
Q42,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,81,45,28,,,,53438,2.59712,,
Q43,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,93,46,29,,,,64959,3.05796,,
Q44,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,61,53,24,,,,40627,2.08468,,
Q45,D,yes,D-yes,tank_7,,heat_only,D-heat_only,heat_only_D_,73,46,28,,,,49231,2.42884,,
R01,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,89,65,38,,,3.54,115103,5.06372,,
R02,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,68,50,31,,,2.05,55187,2.66708,,
R03,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,84,57,26,,,2.54,65182,3.06688,,
R04,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,81,52,32,3,,,70573,3.28252,,
R05,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,81,65,30,,,3.55,82702,3.76768,,
R06,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,85,52,37,,,3.16,85629,3.88476,,
R07,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,89,61,39,3,,,110862,4.89408,,
R08,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,83,61,34,,,3.26,90133,4.06492,,
R09,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,66,51,25,,,1.87,44061,2.22204,,
R10,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,89,66,34,,,3.04,104571,4.64244,,
R11,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,101,70,41,3,,,151776,6.53064,,
R12,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,82,58,30,,,3.18,74707,3.44788,,
R13,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,98,62,38,,,4.78,120893,5.29532,,
R14,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,81,60,25,3,,,63617,3.00428,,
R15,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,106,68,36,3,,,135868,5.89432,,
R16,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,92,75,43,,,6.25,155352,6.67368,,
R17,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,88,57,36,,,3.34,94549,4.24156,,
R18,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,73,53,27,,,2,54697,2.64748,,
R19,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,80,57,35,,,2.66,83566,3.80224,,
R20,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,86,61,35,0,,,96138,4.30512,,
R21,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,92,76,34,11,,,124474,5.43856,,
R22,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,83,66,40,3,,,114731,5.04884,,
R23,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,83,61,37,,,2.94,98086,4.38304,,
R24,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,83,62,34,3,,,91611,4.12404,,
R25,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,82,55,34,,,3.25,80289,3.67116,,
R26,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,87,56,35,,,3.32,89284,4.03096,,
R27,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,81,70,36,,,2.92,106877,4.73468,,
R28,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,84,57,30,,,2.48,75210,3.468,,
R29,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,75,54,29,,,2.35,61497,2.91948,,
R30,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,76,62,31,,,2.5,76483,3.51892,,
R31,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,76,66,30,,,3.5,78791,3.61124,,
R32,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,76,57,32,3,,,72583,3.36292,,
R33,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,82,64,35,,,3.94,96175,4.3066,,
R34,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,83,51,30,,,3.54,66492,3.11928,,
R35,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,94,64,33,,,3.2,103949,4.61756,,
R36,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,83,60,38,,,3.29,99086,4.42304,,
R37,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,71,64,31,,,2.7,73756,3.40984,,
R38,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,102,68,29,,,3.58,105319,4.67236,,
R39,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,97,62,38,,,4.09,119659,5.24596,,
R40,T,yes,T-yes,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,78,73,34,,,2.29,101367,4.51428,,
R51,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,81,55,29,,7/13/21,,67646,3.16544,yes,
R52,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,80,57,30,,7/13/21,,71628,3.32472,yes,
R53,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,72,42,28,,7/13/21,,44334,2.23296,yes,
R44,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,66,57,34,-3,,,66972,3.13848,,
R45,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,85,63,33,-3,,,92528,4.16072,,
R54,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,87,66,31,,7/13/21,,93202,4.18768,yes,
R55,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,77,56,24,,7/13/21,,54186,2.62704,yes,
R56,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,74,51,32,,7/13/21,,63234,2.98896,yes,
R49,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,75,56,36,0,,,79168,3.62632,,
R57,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,93,80,38,,7/13/21,,148032,6.38088,yes,
R58,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,99,65,36,,7/13/21,,121297,5.31148,yes,
R59,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,80,76,27,,7/13/21,,85954,3.89776,yes,
R60,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,73,53,29,,7/13/21,,58748,2.80952,yes,
R61,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,80,62,26,,7/13/21,,67523,3.16052,yes,
R62,T,no,T-no,tank_3,2,heat_desiccation,T-heat_desiccation,heat_desiccation_T_2,91,76,35,,7/13/21,,126742,5.52928,yes,
N60,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,85,44,22,,7/19/21,,43082,2.18288,yes,
N63,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,88,50,24,,7/19/21,,55292,2.67128,yes,
N64,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,85,53,30,,7/19/21,,70764,3.29016,yes,
N65,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,90,59,26,,7/19/21,,72288,3.35112,yes,
N66,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,90,53,31,,7/19/21,,77425,3.5566,yes,
N67,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,89,57,36,,7/19/21,,95624,4.28456,yes,
N68,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,82,59,37,,7/19/21,,93727,4.20868,yes,
N69,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,82,50,28,,7/19/21,,60109,2.86396,yes,
N70,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,75,41,32,,7/19/21,,51522,2.52048,yes,
N71,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,86,41,30,,7/19/21,,55386,2.67504,,
R66,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,90,60,33,1,,,93305,4.1918,,
N73,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,66,49,26,,7/19/21,,44026,2.22064,yes,
N74,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,76,45,26,,7/19/21,,46558,2.32192,yes,
N75,D,no,D-no,tank_2,5,heat_desiccation,D-heat_desiccation,heat_desiccation_D_5,76,41,26,,7/19/21,,42420,2.1564,yes,
R63,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,87,63,29,,7/19/21,,83226,3.78864,yes,
R64,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,95,61,37,,7/19/21,,112267,4.95028,yes,
R65,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,89,65,36,,7/19/21,,109045,4.8214,yes,
R67,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,74,46,29,,7/19/21,,51688,2.52712,yes,
R68,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,99,74,38,,7/19/21,,145764,6.29016,yes,
R75,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,81,50,33,3,,,69979,3.25876,,
R69,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,90,73,35,,7/19/21,,120402,5.27568,yes,
R77,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,75,34,30,7,,,40055,2.0618,,
R70,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,102,66,43,,7/19/21,,151569,6.52236,yes,
R79,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,87,57,29,,,,75299,3.47156,,
R80,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,75,55,31,,,,66955,3.1378,,
R81,T,no,T-no,tank_3,,heat_desiccation,T-heat_desiccation,heat_desiccation_T_,87,63,41,3,,,117664,5.16616,,
R71,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,101,70,36,,7/19/21,,133266,5.79024,yes,
R72,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,73,51,32,,7/19/21,,62379,2.95476,yes,
R73,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,77,55,34,,7/19/21,,75393,3.47532,yes,
R74,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,84,45,28,,7/19/21,,55418,2.67632,yes,
R76,T,no,T-no,tank_3,5,heat_desiccation,T-heat_desiccation,heat_desiccation_T_5,82,44,27,,7/19/21,,51007,2.49988,yes,
N34,D,,,,,,,,,,,,,,,,yes,
N35,D,base,D-base,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,96,55,29,,7/23/21,,80173,3.66652,yes,
N36,D,base,D-base,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,79,55,29,,7/23/21,,65976,3.09864,yes,
N37,D,base,D-base,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,110,45,27,,7/23/21,,69979,3.25876,yes,
N38,D,base,D-base,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,79,56,27,,7/23/21,,62543,2.96132,yes,
N39,D,base,D-base,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,84,50,27,,7/23/21,,59376,2.83464,yes,
N40,D,base,D-base,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,98,54,28,,7/23/21,,77585,3.563,yes,
N76,D,no,D-no,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,70,44,25,,7/23/21,,40317,2.07228,yes,
T13,T,yes,T-yes,tank_6,,control,T-control,control_T_,86,57,31,,,3.89,79567,3.64228,,
T14,T,yes,T-yes,tank_6,,control,T-control,control_T_,83,57,28,,,3.37,69360,3.234,,
T15,T,yes,T-yes,tank_6,,control,T-control,control_T_,81,56,32,,,,76001,3.49964,,
T16,T,yes,T-yes,tank_6,,control,T-control,control_T_,80,47,30,,,4.58,59062,2.82208,,
T17,T,yes,T-yes,tank_6,,control,T-control,control_T_,78,45,26,,,2.38,47784,2.37096,,
T18,T,yes,T-yes,tank_6,,control,T-control,control_T_,74,57,28,3,,,61839,2.93316,,
T19,T,yes,T-yes,tank_6,,control,T-control,control_T_,103,74,35,,,6.84,139680,6.0468,,
T20,T,yes,T-yes,tank_6,,control,T-control,control_T_,99,60,39,30,,,121297,5.31148,,
T21,T,yes,T-yes,tank_6,,control,T-control,control_T_,79,57,32,,,4.59,75448,3.47752,,
T22,T,yes,T-yes,tank_6,,control,T-control,control_T_,87,68,36,,,5.14,111514,4.92016,,
T23,T,yes,T-yes,tank_6,,control,T-control,control_T_,94,70,36,,,5.42,124030,5.4208,,
T24,T,yes,T-yes,tank_6,,control,T-control,control_T_,79,71,41,30,,,120411,5.27604,,
T25,T,yes,T-yes,tank_6,,control,T-control,control_T_,86,62,36,,,3.14,100506,4.47984,,
T25,T,yes,T-yes,tank_6,,control,T-control,control_T_,76,52,29,,,,60009,2.85996,,
T26,T,yes,T-yes,tank_6,,control,T-control,control_T_,96,54,30,,,4.92,81430,3.7168,,
T27,T,yes,T-yes,tank_6,,control,T-control,control_T_,96,66,44,,,,145971,6.29844,,
T28,T,yes,T-yes,tank_6,,control,T-control,control_T_,96,69,36,,,3.84,124859,5.45396,,
T29,T,yes,T-yes,tank_6,,control,T-control,control_T_,100,70,41,-10,,,150273,6.47052,,
T30,T,yes,T-yes,tank_6,,control,T-control,control_T_,81,56,39,,,4.32,92627,4.16468,,
T31,T,yes,T-yes,tank_6,,control,T-control,control_T_,80,67,34,,,4.62,95421,4.27644,,
T32,T,yes,T-yes,tank_6,,control,T-control,control_T_,94,68,34,,,5.48,113793,5.01132,,
T33,T,yes,T-yes,tank_6,,control,T-control,control_T_,89,56,30,,,4.54,78288,3.59112,,
T34,T,yes,T-yes,tank_6,,control,T-control,control_T_,94,57,34,,,5.8,95385,4.275,,
T35,T,yes,T-yes,tank_6,,control,T-control,control_T_,77,58,28,30,,,65475,3.0786,,
T36,T,yes,T-yes,tank_6,,control,T-control,control_T_,75,46,24,,,2.28,43354,2.19376,,
T37,T,yes,T-yes,tank_6,,control,T-control,control_T_,84,63,37,3,,,102523,4.56052,,
T38,T,yes,T-yes,tank_6,,control,T-control,control_T_,71,54,28,11,,,56209,2.70796,,
T39,T,yes,T-yes,tank_6,,control,T-control,control_T_,81,48,32,,,2.6,65144,3.06536,,
T40,T,yes,T-yes,tank_6,,control,T-control,control_T_,74,53,33,,,4,67767,3.17028,,
T41,T,yes,T-yes,tank_6,,control,T-control,control_T_,96,57,40,-10,,,114605,5.0438,,
T42,T,yes,T-yes,tank_6,,control,T-control,control_T_,96,60,34,,,4.41,102542,4.56128,,
T43,T,yes,T-yes,tank_6,,control,T-control,control_T_,83,55,36,,,2.49,86048,3.90152,,
T44,T,yes,T-yes,tank_6,,control,T-control,control_T_,105,70,35,,,4,134696,5.84744,,
T45,T,yes,T-yes,tank_6,,control,T-control,control_T_,78,51,24,,,2.4,49989,2.45916,,
T46,T,yes,T-yes,tank_6,,control,T-control,control_T_,82,65,33,,,3.49,92096,4.14344,,
T47,T,yes,T-yes,tank_6,,control,T-control,control_T_,75,56,32,,,4.21,70372,3.27448,,
T48,T,yes,T-yes,tank_6,,control,T-control,control_T_,71,56,33,,,3.95,68700,3.2076,,
T49,T,yes,T-yes,tank_6,,control,T-control,control_T_,74,72,41,,,4.53,114379,5.03476,,
T50,T,yes,T-yes,tank_6,,control,T-control,control_T_,74,60,25,-10,,,58119,2.78436,,
T51,T,yes,T-yes,tank_6,,control,T-control,control_T_,74,56,31,,,4.33,67264,3.15016,,
T52,T,yes,T-yes,tank_6,,control,T-control,control_T_,85,61,34,0,,,92305,4.1518,,
T53,T,yes,T-yes,tank_6,,control,T-control,control_T_,72,53,33,,,3.79,65936,3.09704,,
T54,T,no,T-no,tank_6,,control,T-control,control_T_,76,59,30,-3,,,70435,3.277,,
N77,D,no,D-no,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,76,46,27,,7/23/21,,49424,2.43656,yes,
N78,D,no,D-no,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,71,56,31,,7/23/21,,64537,3.04108,yes,
N79,D,no,D-no,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,68,43,28,,7/23/21,,42868,2.17432,yes,
N80,D,no,D-no,tank_2,10,heat_desiccation,D-heat_desiccation,heat_desiccation_D_10,78,41,23,,7/23/21,,38513,2.00012,yes,
X24,T,no,T-no,tank_3,10,heat_desiccation,T-heat_desiccation,heat_desiccation_T_10,74,60,22,,7/23/21,,51145,2.5054,yes,
